Symbol,SMA,EMA,MACD,ADX,RSI,ROC,OBV,MFI
KKR,132.36097862243653,135.42664959668934,-4.5875838487269505,11.60435465839913,46.04607052137742,1.9291630581572239,-44275100.0,35.3870487943496
KLAC,806.3045608520508,919.8085814841559,39.187004285994135,21.88991742178235,57.947376730335264,38.47157049232672,29348200.0,60.031958759011935
KMB,130.54398372650147,128.1393702171608,-1.9807070563561808,13.69361658158176,43.297038542420104,-13.98748767831518,-40682700.0,32.641395712412745
KMI,27.125208568572997,27.32685209894843,0.22745413033335993,9.518686148001565,51.2316897455824,-2.9287342170283726,211417600.0,60.85647798629038
KMX,68.52799974441528,59.61369508479669,-3.9789155132769594,17.68408899835089,37.80818935277219,-31.2928306742555,-79539700.0,41.585574216215335
KO,67.76463333129882,67.94925351584847,-0.37447901234284586,12.31001921256837,46.9184570123273,-6.452063512273365,-152863700.0,36.04794823603905
KR,66.71409019470215,67.92221650941791,-0.31885085781837574,12.312937983606092,49.96284142064347,-0.4350501584397537,43423800.0,49.3643360240785
KVUE,21.244754514694215,19.867011688919295,-0.9211206379820851,29.520448052686557,41.156126220542276,-28.172895105780327,-255462300.0,35.43904804192269
L,89.55002319335938,94.31804841080464,1.7551440496187922,17.60574453782006,60.68239948536741,14.092978005465739,26822000.0,72.19753955259564
LDOS,154.66352294921876,172.51317462897313,4.5068235005433905,22.07931811305955,62.06767025075555,37.66043546870592,13270300.0,64.54994240125461
LEN,119.17544628143311,123.87007383237348,-2.2883637333670066,18.340719372446546,47.552636673390516,12.76280884147627,-85195785.0,34.28297650398815
LH,250.71233543395996,265.2341138026852,1.1223680706979167,25.173884766892616,55.078264098201714,12.365515570581852,11042000.0,49.706228468756294
LHX,237.75937141418456,267.7578128563716,6.928531850428783,30.154793803151758,62.11326580959579,23.787661871319287,16882700.0,56.69856360099913
LII,579.9191416931152,568.102509582102,-5.081135117917597,10.436638020196321,46.7283379526037,-2.6953697361148277,7890400.0,41.770996898164185
LIN,456.7237847900391,468.1147388760424,-2.6327925525584988,6.2404539791414235,47.713418269288056,-0.749676756893547,326700.0,54.161798035653916
LKQ,36.625475797653195,33.481803356463445,-0.4604947927793219,21.02917671781853,41.29735855745802,-26.228017536043758,-35707800.0,45.69841570085423
LLY,782.9711093139648,764.4071311222413,29.347343026563408,14.518680491465197,55.54213184734343,14.737751071783523,54227600.0,63.35506905281496
LMT,457.842654876709,465.99828772482743,14.070578839777738,21.667046226734104,57.69952595820046,6.817675222208863,8397800.0,68.11019831320496
LNT,61.759918746948244,63.9871227560044,0.801163699666958,15.521770374080193,56.04695445019778,9.180914055321598,54004200.0,61.87402234453455
LOW,237.26630073547364,244.60497761786877,-5.324240212985757,22.732166893675956,47.09975816570757,4.610709526721446,6632600.0,30.68917162999865
LRCX,89.36035074234009,106.82682941765563,9.170440279874384,25.92278525779835,65.16233820566096,71.71431937541509,329083900.0,69.31473769382758
LULU,279.1419496154785,214.89640405247584,-2.944978964181587,21.926575465079203,41.07877516291575,-46.28270965466709,-23372900.0,44.87967950646485
LUV,31.307482357025147,31.93273501926918,0.0818969407572041,8.245854676892444,49.85233071835027,-3.2278693489388943,311531200.0,58.03746593751256
LVS,45.466563034057614,50.29079302363247,-0.3273227317928047,20.71195466078012,52.519614688792615,26.75410085513501,87136100.0,48.724449467527684
LW,55.06445446014404,56.30683874597336,2.199500010060973,17.22887498987567,57.37236269166412,18.52921568317192,36292700.0,64.13701697709254
LYB,60.51317417144775,55.26777983307327,-1.4970744949696382,14.484268530613248,42.50004044147719,-10.345761742955206,-115724200.0,33.79939092989581
LYV,144.26049945831298,154.29277357285395,-2.8277033222395005,12.639127117833661,50.3231245864176,10.249005150102764,34225200.0,43.95010143204935
MA,555.6623550415039,569.6391359214492,-2.3476154166559127,7.106439612780227,49.65432569074696,-2.608277318308161,50456000.0,42.96289071273362
MAA,150.48338134765626,144.7733203185584,-1.8599984141266077,15.15512181460587,43.24286998527581,-12.459099465960088,-4409500.0,38.98195989408809
MAR,263.4347974395752,264.83588816784453,0.43543770074722943,5.199368941356355,50.580911336854264,2.1470751389622844,19311500.0,51.96320640767891
MAS,69.0145085144043,69.70090814326262,-1.0386807357813268,24.01151606579382,47.770616116913146,10.390726244962178,-29880200.0,24.437696707593123
MCD,300.55023361206054,302.7493806852165,-2.9616518466155526,11.513973788098665,46.62304526931433,-5.501460631653254,10719800.0,37.48164690991238
MCHP,59.13245792388916,64.45647351015865,0.12475196369491925,10.456003613671964,51.15939519777493,10.527482956231783,-48398300.0,44.35112569908673
MCK,674.907275390625,705.0608272127578,14.922987597883662,9.9529159231409,56.35911605267954,5.142540489694802,26971700.0,56.34121319325184
MCO,481.74905487060545,492.0026133861933,-4.050338405260334,12.857533201989272,50.35676725437583,2.7961477870733775,-1837700.0,56.09133830501234
MDLZ,63.151197624206546,63.47698272880787,-0.15420813326481664,9.545582266426115,46.3000663199062,-8.279842090754563,88523400.0,47.40181860630489
MDT,88.08358921051025,91.3617276507471,1.19135055765382,10.483558072759958,55.795913615221735,16.19492017991202,194635600.0,64.73211770191092
MET,78.99184215545654,79.24303753475539,0.7704516355504012,7.948697857905688,52.96307602939899,4.9911446283567695,86850400.0,49.47411975558751
META,668.4560557556152,716.7911703004909,-9.30289268130241,14.437122707896728,52.18339597852314,9.490207282742702,99133100.0,41.742247933277724
MGM,34.037949895858766,35.23923673689344,-0.891135929571476,9.231875875614517,45.9266827630597,4.106514865295119,-150210500.0,24.809671171931708
MHK,116.2840502166748,122.44908077795762,-1.896300525942749,17.939517221020488,48.76486120905434,21.41551139214677,-3721400.0,35.83817295754053
MKC,73.73191501617431,70.40026852745117,-0.5888495991445808,16.10067712281616,44.96269867707861,-9.438658200923722,-27824500.0,46.67205607411577
MLM,546.2681829833984,589.6079397493618,6.538460311325252,15.164867080962496,57.24734548611876,17.181113204117125,-2043000.0,64.64030287674042
MMC,216.403935546875,207.76473486939202,0.4270272813943734,15.83416379803765,48.26559181046707,-11.4769542925666,21979600.0,58.16517708878022
